Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
28,3,1496,3,1,3,6,1,1,92,3,1,9,3,2,2909,15747,3,2,15,3,4,1,5,3,4,3,2,1,2,Yes
29,3,115,3,13,3,6,1,2,51,3,2,8,2,1,5765,17485,5,2,11,3,1,0,7,4,1,5,3,0,0,Yes
34,2,790,3,24,4,4,1,2,40,2,2,8,2,1,4599,7815,0,1,23,4,3,0,16,2,4,15,9,10,10,Yes
35,2,660,3,7,1,2,4,1,76,3,1,9,3,2,2404,16192,1,2,13,3,1,1,1,3,3,1,0,0,0,No
24,3,381,2,9,3,4,2,1,89,3,1,3,1,1,3172,16998,2,1,11,3,3,0,4,2,2,0,0,0,0,Yes
24,1,830,3,13,2,2,4,2,78,3,1,9,2,2,2033,7103,1,2,13,3,3,1,1,2,3,1,0,0,0,No
44,3,1193,2,2,1,4,2,1,86,3,3,5,3,1,10209,19719,5,1,18,3,2,0,16,2,2,2,2,2,2,No
29,2,1246,3,19,3,2,3,1,77,2,2,8,3,3,8620,23757,1,2,14,3,3,2,10,3,3,10,7,0,4,No
30,2,330,1,1,3,2,3,1,46,3,1,2,3,3,2064,15428,0,2,21,4,1,1,6,3,4,5,3,1,3,No
55,2,1229,2,4,4,2,4,1,30,3,2,1,3,2,4035,16143,0,1,16,3,2,0,4,2,3,3,2,1,2,No
33,2,1099,2,4,4,4,1,2,82,2,1,3,2,2,3838,8192,8,2,11,3,4,0,8,5,3,5,4,0,2,No
47,2,571,3,14,3,4,3,2,78,3,2,8,3,2,4591,24200,3,1,17,3,3,1,11,4,2,5,4,1,2,No
28,3,289,2,2,2,4,3,1,38,2,1,3,1,1,2561,5355,7,2,11,3,3,0,8,2,2,0,0,0,0,Yes
28,2,1423,2,1,3,2,1,1,72,2,1,7,3,3,1563,12530,1,2,14,3,4,1,1,2,1,1,0,0,0,No
28,3,467,3,7,3,2,3,1,55,3,2,8,1,1,4898,11827,0,2,14,3,4,0,5,5,3,4,2,1,3,No
49,2,271,2,3,2,4,3,2,43,2,2,3,1,2,4789,23070,4,2,25,4,1,1,10,3,3,3,2,1,2,No
29,3,410,2,2,1,2,4,2,97,3,1,3,2,2,3180,4668,0,2,13,3,3,3,4,3,3,3,2,0,2,No
28,2,1083,2,29,1,2,3,1,96,1,2,5,2,2,6549,3173,1,2,14,3,2,2,8,2,2,8,6,1,7,No
33,2,516,2,8,5,2,4,1,69,3,2,1,3,1,6388,22049,2,1,17,3,1,0,14,6,3,0,0,0,0,No
32,2,495,2,10,3,4,3,1,64,3,3,4,4,1,11244,21072,2,2,25,4,2,0,10,5,4,5,2,0,0,No
54,3,1050,2,11,4,4,2,2,87,3,4,4,4,3,16032,24456,3,2,20,4,1,1,26,2,3,14,9,1,12,No
29,2,224,2,1,4,6,1,1,100,2,1,7,1,1,2362,7568,6,2,13,3,3,0,11,2,1,9,7,0,7,Yes
44,2,136,2,28,3,2,4,1,32,3,4,6,1,2,16328,22074,3,2,13,3,3,1,24,1,4,20,6,14,17,No
39,2,1089,2,6,3,2,2,2,32,3,3,5,2,1,8376,9150,4,2,18,3,4,0,9,3,3,2,0,2,2,No
46,2,228,3,3,3,2,3,2,51,3,4,4,2,2,16606,11380,8,2,12,3,4,1,23,2,4,13,12,5,1,No
35,2,1029,2,16,3,2,4,2,91,2,3,1,2,1,8606,21195,1,2,19,3,4,0,11,3,1,11,8,3,3,No
23,2,507,2,20,1,2,1,1,97,3,2,3,3,1,2272,24812,0,2,14,3,2,0,5,2,3,4,3,1,2,No
40,2,676,2,9,4,2,4,1,86,3,1,3,1,1,2018,21831,3,2,14,3,2,0,15,3,1,5,4,1,0,Yes
34,2,971,3,1,3,6,4,1,64,2,3,8,3,2,7083,12288,1,1,14,3,4,0,10,3,3,10,9,8,6,No
31,3,561,2,3,3,2,4,2,33,3,1,7,3,1,4084,4156,1,2,12,3,1,0,7,2,1,7,2,7,7,Yes
50,3,333,2,22,5,4,3,1,88,1,4,6,4,1,14411,24450,1,1,13,3,4,0,32,2,3,32,6,13,9,No
34,2,1440,3,7,2,6,2,1,55,3,1,9,3,2,2308,4944,0,1,25,4,2,1,12,4,3,11,10,5,7,No
42,2,1210,2,2,3,4,3,1,68,2,1,3,2,2,4841,24052,4,2,14,3,2,1,4,3,3,1,0,0,0,No
37,2,674,2,13,3,4,1,1,47,3,2,7,4,2,4285,3031,1,2,17,3,1,0,10,2,3,10,8,3,7,No
29,2,441,2,8,1,5,3,2,39,1,2,1,1,2,9715,7288,3,2,13,3,3,1,9,3,3,7,7,0,7,No
33,2,575,2,25,3,2,4,1,44,2,2,5,2,1,4320,24152,1,2,13,3,4,0,5,2,3,5,3,0,2,No
45,2,950,2,28,3,6,4,1,97,3,1,7,4,2,2132,4585,4,2,20,4,4,1,8,3,3,5,4,0,3,No
42,3,288,2,2,3,2,4,1,40,3,3,1,4,2,10124,18611,2,1,14,3,3,1,24,3,1,20,8,13,9,No
40,2,1342,3,9,2,4,1,1,47,3,2,8,1,2,5473,19345,0,2,12,3,4,0,9,5,4,8,4,7,1,No
33,2,589,2,28,4,2,2,1,79,3,2,3,3,2,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7,No
40,2,898,1,6,2,4,3,1,38,3,4,4,4,1,16437,17381,1,1,21,4,4,0,21,2,3,21,7,7,7,No
24,2,350,2,21,2,6,3,1,57,2,1,3,1,3,2296,10036,0,2,14,3,2,3,2,3,3,1,1,0,0,No
40,1,1142,2,8,2,2,4,1,72,3,2,1,4,3,4069,8841,3,1,18,3,3,0,8,2,3,2,2,2,2,No
45,2,538,2,1,4,6,1,1,66,3,3,1,2,3,7441,20933,1,2,12,3,1,3,10,4,3,10,8,7,7,No
35,2,1402,3,28,4,2,2,2,98,2,1,9,3,2,2430,26204,0,2,23,4,1,2,6,5,3,5,3,4,2,No
32,2,824,2,5,2,2,4,2,67,2,2,7,2,2,5878,15624,3,2,12,3,1,1,12,2,3,7,1,2,5,No
36,2,1157,3,2,4,2,3,1,70,3,1,9,4,1,2644,17001,3,1,21,4,4,0,7,3,2,3,2,1,2,No
48,2,492,3,16,4,2,3,2,96,3,2,8,3,3,6439,13693,8,2,14,3,3,1,18,2,3,8,7,7,7,No
29,2,598,2,9,3,2,3,1,91,4,1,7,3,2,2451,22376,6,2,18,3,1,2,5,2,2,1,0,0,0,No
33,2,1242,3,8,4,2,1,1,46,3,2,8,1,2,6392,10589,2,2,13,3,4,1,8,6,1,2,2,2,2,No
30,2,740,3,1,3,2,2,1,64,2,2,8,1,2,9714,5323,1,2,11,3,4,1,10,4,3,10,8,6,7,Yes
38,3,888,1,10,4,1,3,1,71,3,2,2,3,2,6077,14814,3,2,11,3,3,0,10,2,3,6,3,1,2,No
35,2,992,2,1,3,4,4,1,68,2,1,3,1,1,2450,21731,1,2,19,3,2,0,3,3,3,3,0,1,2,No
30,2,1288,3,29,4,6,3,1,33,3,3,8,2,2,9250,17799,3,2,12,3,2,1,9,3,3,4,2,1,3,No
35,2,104,2,2,3,2,1,2,69,3,1,3,1,3,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,Yes
53,2,607,2,2,5,6,3,2,78,2,3,5,4,2,10169,14618,0,2,16,3,2,1,34,4,3,33,7,1,9,Yes
38,2,903,2,2,3,4,3,1,81,3,2,5,2,2,4855,7653,4,2,11,3,1,2,7,2,3,5,2,1,4,Yes
32,1,1200,2,1,4,6,4,1,62,3,2,7,1,2,4087,25174,4,2,14,3,2,1,9,3,2,6,5,1,2,No
48,2,1108,2,15,4,5,3,2,65,3,1,7,1,2,2367,16530,8,2,12,3,4,1,10,3,2,8,2,7,6,No
34,2,479,2,7,4,4,1,1,35,3,1,7,4,1,2972,22061,1,2,13,3,3,0,1,4,1,1,0,0,0,No
55,2,685,3,26,5,3,3,1,60,2,5,4,4,2,19586,23037,1,2,21,4,3,1,36,3,3,36,6,2,13,No
34,2,1351,2,1,4,2,2,1,45,3,2,7,4,2,5484,13008,9,2,17,3,2,1,9,3,2,2,2,2,1,No
26,2,474,2,3,3,2,1,2,89,3,1,7,4,2,2061,11133,1,2,21,4,1,0,1,5,3,1,0,0,0,No
38,2,1245,3,14,3,2,3,1,80,3,2,8,2,2,9924,12355,0,2,11,3,4,1,10,3,3,9,8,7,7,No
38,2,437,3,16,3,2,2,2,90,3,2,8,2,1,4198,16379,2,2,12,3,2,0,8,5,4,3,2,1,2,No
36,2,884,3,1,4,2,2,2,73,3,2,8,3,1,6815,21447,6,2,13,3,1,0,15,5,3,1,0,0,0,No
29,2,1370,2,3,1,4,2,1,87,3,1,3,1,1,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,No
35,2,670,2,10,4,4,1,2,51,3,2,1,3,1,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,No
39,2,1462,3,6,3,4,4,1,38,4,3,8,3,2,8237,4658,2,2,11,3,1,1,11,3,3,7,6,7,6,No
29,3,995,2,2,1,2,1,1,87,3,2,1,4,3,8853,24483,1,2,19,3,4,1,6,0,4,6,4,1,3,No
50,2,264,3,9,3,3,3,1,59,3,5,4,3,2,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,No
23,2,977,2,10,3,6,4,1,45,4,1,7,3,2,2073,12826,2,2,16,3,4,1,4,2,3,2,2,2,2,No
36,3,1302,2,6,4,2,1,1,80,4,2,3,1,2,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,No
42,2,1059,2,9,2,5,4,1,93,2,5,4,4,1,19613,26362,8,2,22,4,4,0,24,2,3,1,0,0,1,No
35,2,750,2,28,3,2,2,1,46,4,2,3,3,2,3407,25348,1,2,17,3,4,2,10,3,2,10,9,6,8,No
34,3,653,2,10,4,6,4,1,92,2,2,1,3,2,5063,15332,1,2,14,3,2,1,8,3,2,8,2,7,7,No
40,2,118,3,14,2,2,4,2,84,3,2,8,1,2,4639,11262,1,2,15,3,3,1,5,2,3,5,4,1,2,No
43,2,990,2,27,3,6,4,1,87,4,1,3,2,3,4876,5855,5,2,12,3,3,1,8,0,3,6,4,0,2,No
35,2,1349,2,7,2,2,3,1,63,2,1,3,4,2,2690,7713,1,2,18,3,4,1,1,5,2,1,0,0,1,No
46,2,563,3,1,4,2,4,1,56,4,4,4,1,1,17567,3156,1,2,15,3,2,0,27,5,1,26,0,0,12,No
28,2,329,2,24,3,4,3,1,51,3,1,3,2,2,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,Yes
22,1,457,2,26,2,5,2,2,85,2,1,7,3,2,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,No
50,3,1234,2,20,5,4,2,1,41,3,4,1,3,2,11245,20689,2,1,15,3,3,1,32,3,3,30,8,12,13,No
32,2,634,2,5,4,5,2,2,35,4,1,7,4,2,3312,18783,3,2,17,3,4,2,6,3,3,3,2,0,2,No
44,2,1313,2,7,3,4,2,2,31,3,5,6,4,3,19049,3549,0,1,14,3,4,1,23,4,2,22,7,1,10,No
30,2,241,2,7,3,4,2,1,48,2,1,7,2,2,2141,5348,1,2,12,3,2,1,6,3,2,6,4,1,1,No
45,2,1015,2,5,5,4,3,2,50,1,2,3,1,1,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,No
45,1,336,3,26,3,3,1,1,52,2,2,8,1,2,4385,24162,1,2,15,3,1,1,10,2,3,10,7,4,5,No
31,3,715,3,2,4,5,4,1,54,3,2,8,1,1,5332,21602,7,2,13,3,4,0,10,3,3,5,2,0,3,No
36,2,559,2,12,4,2,3,2,76,3,2,5,3,2,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1,No
34,3,426,2,10,4,2,3,1,42,4,2,5,4,3,4724,17000,1,2,13,3,1,1,9,3,3,9,7,7,2,No
49,2,722,2,25,4,2,3,2,84,3,1,3,1,2,3211,22102,1,2,14,3,4,1,10,3,2,9,6,1,4,No
39,2,1387,2,10,5,4,2,1,76,3,2,5,1,2,5377,3835,2,2,13,3,4,3,10,3,3,7,7,7,7,No
27,2,1302,2,19,3,5,4,1,67,2,1,3,1,3,4066,16290,1,2,11,3,1,2,7,3,3,7,7,0,7,No
35,2,819,2,18,5,2,2,1,48,4,2,7,1,2,5208,26312,1,2,11,3,4,0,16,2,3,16,15,1,10,No
28,2,580,2,27,3,4,2,2,39,1,2,5,1,3,4877,20460,0,2,21,4,2,1,6,5,2,5,3,0,0,No
21,2,546,2,5,1,4,3,1,97,3,1,7,4,1,3117,26009,1,2,18,3,3,0,3,2,3,2,2,2,2,No
18,3,544,3,3,2,4,2,2,70,3,1,9,4,1,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0,Yes
47,2,1176,1,26,4,2,4,2,98,3,5,4,3,2,19658,5220,3,2,11,3,3,1,27,2,3,5,2,1,0,No
39,2,170,2,3,2,4,3,1,76,2,2,3,3,3,3069,10302,0,2,15,3,4,1,11,3,3,10,8,0,7,No
40,2,884,2,15,3,2,1,2,80,2,3,5,3,2,10435,25800,1,2,13,3,4,2,18,2,3,18,15,14,12,No
35,1,208,2,8,4,2,3,2,52,3,2,1,3,2,4148,12250,1,2,12,3,4,1,15,5,3,14,11,2,9,No
37,2,671,2,19,3,2,3,1,85,3,2,5,3,2,5768,26493,3,2,17,3,1,3,9,2,2,4,3,0,2,No
39,3,711,2,4,3,4,1,2,81,3,2,5,3,1,5042,3140,0,2,13,3,4,0,10,2,1,9,2,3,8,No
45,2,1329,2,2,2,5,4,2,59,2,2,5,4,3,5770,5388,1,2,19,3,1,2,10,3,3,10,7,3,9,No
38,2,397,2,2,2,4,4,2,54,2,3,5,3,2,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2,No
35,2,737,3,10,3,4,4,1,55,2,3,8,1,2,10306,21530,9,2,17,3,3,0,15,3,3,13,12,6,0,Yes
37,2,1470,2,10,3,4,2,2,71,3,1,7,2,2,3936,9953,1,2,11,3,1,1,8,2,1,8,4,7,7,No
40,2,448,2,16,3,2,3,2,84,3,3,5,4,1,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,No
44,3,602,1,1,5,1,1,1,37,3,2,2,4,2,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,No
48,3,365,2,4,5,4,3,1,89,2,4,4,4,2,15202,5602,2,2,25,4,2,1,23,3,3,2,2,2,2,No
35,2,763,3,15,2,4,1,1,59,1,2,8,4,3,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,Yes
24,3,567,2,2,1,6,1,2,32,3,1,7,4,1,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,No
27,2,486,2,8,3,4,2,2,86,4,1,7,3,2,3517,22490,7,2,17,3,1,0,5,0,3,3,2,0,2,No
27,3,591,2,2,3,4,4,1,87,3,1,7,4,1,2580,6297,2,2,13,3,3,0,6,0,2,4,2,1,2,No
40,2,1329,2,7,3,2,1,1,73,3,1,3,1,1,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,Yes
29,2,469,3,10,3,4,3,1,42,2,2,8,3,1,5869,23413,9,2,11,3,3,0,8,2,3,5,2,1,4,No
36,2,711,2,5,4,2,2,2,42,3,3,1,1,2,8008,22792,4,2,12,3,3,2,9,6,3,3,2,0,2,No
25,3,772,2,2,1,2,4,1,77,4,2,5,3,3,5206,4973,1,2,17,3,3,2,7,6,3,7,7,0,7,No
39,2,492,2,12,3,4,4,1,66,3,2,5,2,2,5295,7693,4,2,21,4,3,0,7,3,3,5,4,1,0,No
49,2,301,2,22,4,5,1,2,72,3,4,6,2,2,16413,3498,3,2,16,3,2,2,27,2,3,4,2,1,2,No
50,2,813,2,17,5,2,4,2,50,2,3,6,1,3,13269,21981,5,2,15,3,3,3,19,3,3,14,11,1,11,No
20,2,1141,3,2,3,4,3,2,31,3,1,9,3,1,2783,13251,1,2,19,3,1,0,2,3,3,2,2,2,2,No
34,2,1130,2,3,3,2,4,2,66,3,2,7,2,3,5433,19332,1,2,12,3,3,1,11,2,3,11,8,7,9,No
36,2,311,2,7,3,2,1,1,77,3,1,3,2,1,2013,10950,2,2,11,3,3,0,15,4,3,4,3,1,3,No
49,2,465,2,6,1,2,3,2,41,2,4,1,3,2,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,No
36,1,894,2,1,4,4,4,2,33,2,2,5,3,2,4374,15411,0,2,15,3,3,0,4,6,3,3,2,1,2,No
36,2,1040,2,3,2,2,4,1,79,4,2,1,1,3,6842,26308,6,2,20,4,1,1,13,3,3,5,4,0,4,No
54,2,584,2,22,5,4,2,2,91,3,4,4,3,2,17426,18685,3,2,25,4,3,1,36,6,3,10,8,4,7,No
43,2,1291,2,15,2,2,3,1,65,2,4,6,3,2,17603,3525,1,2,24,4,1,1,14,3,3,14,10,6,11,No
35,3,880,3,12,4,5,4,1,36,3,2,8,4,1,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,Yes
38,3,1189,2,1,3,2,4,1,90,3,2,7,4,2,4735,9867,7,2,15,3,4,2,19,4,4,13,11,2,9,No
29,2,991,3,5,3,4,1,1,43,2,2,8,2,3,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,No
33,2,392,3,2,4,4,4,1,93,3,2,8,4,3,5505,3921,1,2,14,3,3,2,6,5,3,6,2,0,4,No
32,2,977,2,2,3,4,4,1,45,3,2,7,2,3,5470,25518,0,2,13,3,3,2,10,4,2,9,5,1,6,No
31,2,1112,3,5,4,2,1,2,67,3,2,8,4,2,5476,22589,1,2,11,3,1,2,10,2,3,10,0,0,2,No
49,2,464,2,16,3,4,4,2,74,3,1,3,1,3,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,No
38,3,148,2,2,3,4,4,2,42,2,1,3,2,1,2440,23826,1,2,22,4,2,0,4,3,3,4,3,3,3,No
47,2,1225,3,2,4,2,2,2,47,4,4,4,2,3,15972,21086,6,2,14,3,3,3,29,2,3,3,2,1,2,No
49,2,809,2,1,3,2,3,1,36,3,4,4,3,1,15379,22384,4,2,14,3,1,0,23,2,3,8,7,0,0,No
41,2,1206,3,23,2,2,4,1,80,3,3,8,3,1,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,No
20,2,727,3,9,1,2,4,1,54,3,1,9,1,1,2728,21082,1,2,11,3,1,0,2,3,3,2,2,0,2,No
33,1,530,3,16,3,2,3,2,36,3,2,8,4,3,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,No
36,2,1351,2,26,4,2,1,1,80,3,2,1,3,2,5347,7419,6,2,14,3,2,2,10,2,2,3,2,0,2,No
44,2,528,1,1,3,2,3,2,44,3,1,2,4,3,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,No
23,2,1320,2,8,1,4,4,1,93,2,1,3,3,1,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,Yes
38,2,1495,2,4,2,4,4,2,87,3,1,3,3,2,3306,26176,7,2,19,3,4,1,7,5,2,0,0,0,0,No
53,2,1395,2,24,4,4,2,1,48,4,3,1,4,2,7005,3458,3,2,15,3,3,0,11,2,3,4,3,1,2,No
48,3,708,3,7,2,4,4,2,95,3,1,9,3,2,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,Yes
32,2,1259,2,2,4,2,4,1,95,3,1,3,2,1,1393,24852,1,2,12,3,1,0,1,2,3,1,0,0,0,Yes
26,1,786,2,7,3,4,4,1,76,3,1,3,4,1,2570,11925,1,2,20,4,3,0,7,5,3,7,7,5,7,No
55,2,1441,2,22,3,6,1,1,94,2,1,7,2,3,3537,23737,5,2,12,3,4,1,8,1,3,4,2,1,2,No
34,2,1157,2,5,2,4,2,1,57,2,2,3,4,2,3986,11912,1,2,14,3,3,1,15,3,4,15,10,4,13,No
60,2,370,2,1,4,4,3,1,92,1,3,1,4,3,10883,20467,3,2,20,4,3,1,19,2,4,1,0,0,0,No
33,2,267,2,21,3,4,2,1,79,4,1,3,2,2,2028,13637,1,2,18,3,4,3,14,6,3,14,11,2,13,No
37,3,1278,3,1,4,4,3,1,31,1,2,8,4,3,9525,7677,1,2,14,3,3,2,6,2,2,6,3,1,3,No
34,2,678,2,19,3,2,2,2,35,2,1,7,4,2,2929,20338,1,2,12,3,2,0,10,3,3,10,9,8,7,No
23,2,427,3,7,3,2,3,1,99,3,1,9,4,3,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,Yes
44,2,921,2,2,3,2,3,2,96,4,3,1,4,2,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,No
35,3,146,2,2,4,4,1,1,79,2,1,7,4,1,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,No
43,2,1179,3,2,3,4,4,1,73,3,2,8,4,2,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,No
24,2,581,2,9,3,4,3,1,62,4,1,7,3,2,4401,17616,1,2,16,3,4,1,5,1,3,5,3,0,4,No
41,2,918,3,6,3,3,4,1,35,3,3,8,3,1,9241,15869,1,2,12,3,2,0,10,3,3,10,8,8,7,No
29,2,1082,2,9,4,4,4,2,43,3,1,3,3,2,2974,25412,9,2,17,3,3,1,9,2,3,5,3,1,2,No
36,2,530,3,2,4,2,3,2,51,3,2,9,4,1,4502,7439,3,2,15,3,3,0,17,2,2,13,7,6,7,No
45,1,1238,2,1,1,2,3,1,74,2,3,1,3,2,10748,3395,3,2,23,4,4,1,25,3,2,23,15,14,4,No
24,2,240,1,22,1,1,4,1,58,1,1,2,3,2,1555,11585,1,2,11,3,3,1,1,2,3,1,0,0,0,Yes
47,3,1093,3,9,3,2,3,1,82,1,4,8,3,2,12936,24164,7,2,11,3,3,0,25,3,1,23,5,14,10,Yes
26,2,390,2,17,4,4,4,1,62,1,1,3,3,2,2305,6217,1,2,15,3,3,3,3,3,4,3,2,0,2,No
45,2,1005,2,28,2,6,4,2,48,2,4,6,2,1,16704,17119,1,2,11,3,3,0,21,2,3,21,6,8,6,No
32,3,585,2,10,3,2,1,1,56,3,1,7,3,2,3433,17360,6,2,13,3,1,1,10,3,2,5,2,1,3,No
31,2,741,2,2,4,2,2,1,69,3,1,3,3,2,3477,18103,1,2,14,3,4,1,6,2,4,5,2,0,3,No
41,1,552,1,4,3,1,3,1,60,1,2,2,2,2,6430,20794,6,2,19,3,2,1,10,4,3,3,2,1,2,No
40,2,369,2,8,2,2,2,2,92,3,2,5,1,2,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,No
24,2,506,2,29,1,4,2,1,91,3,1,3,1,3,3907,3622,1,2,13,3,2,3,6,2,4,6,2,1,2,No
46,2,717,2,13,4,2,3,1,34,3,2,1,2,1,5562,9697,6,2,14,3,4,0,19,3,3,10,7,0,9,No
35,2,1370,2,27,4,2,4,1,49,3,2,5,3,2,6883,5151,2,2,16,3,2,1,17,3,3,7,7,0,7,No
30,2,793,2,16,1,2,2,1,33,3,1,7,4,2,2862,3811,1,2,12,3,2,1,10,2,2,10,0,0,8,No
47,1,543,3,2,4,3,3,1,87,3,2,8,2,2,4978,3536,7,2,11,3,4,1,4,3,1,1,0,0,0,No
46,2,1277,3,2,3,2,3,1,74,3,3,8,4,3,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,No
36,2,1456,3,13,5,3,2,1,96,2,2,8,1,3,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,Yes
32,2,964,3,1,2,2,1,1,34,1,2,8,2,1,6735,12147,6,2,15,3,2,0,10,2,3,0,0,0,0,Yes
23,2,160,2,4,1,4,3,2,51,3,1,3,2,1,3295,12862,1,2,13,3,3,0,3,3,1,3,2,1,2,No
31,3,163,2,24,1,6,4,2,30,3,2,5,4,1,5238,6670,2,2,20,4,4,0,9,3,2,5,4,1,4,No
39,1,792,2,1,3,2,4,1,77,3,2,3,4,2,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,No
32,2,371,3,19,3,2,4,1,80,1,3,8,3,2,9610,3840,3,2,13,3,3,1,10,2,1,4,3,0,2,No
40,2,611,3,7,4,4,2,1,88,3,5,4,2,1,19833,4349,1,2,14,3,2,0,21,3,2,21,8,12,8,No
45,2,176,1,4,3,2,3,2,56,1,3,2,3,2,9756,6595,4,2,21,4,3,2,9,2,4,5,0,0,3,No
30,3,1312,2,2,4,6,4,2,78,2,1,7,1,1,4968,26427,0,2,16,3,4,0,10,2,3,9,7,0,7,No
24,3,897,1,10,3,4,1,1,59,3,1,2,4,2,2145,2097,0,2,14,3,4,1,3,2,3,2,2,2,1,No
30,3,600,1,8,3,1,3,2,66,2,1,2,4,3,2180,9732,6,2,11,3,3,1,6,0,2,4,2,1,2,Yes
31,2,1003,3,5,3,6,1,1,51,3,2,8,3,2,8346,20943,1,2,19,3,3,1,6,3,3,5,2,0,2,No
27,2,1054,2,8,3,4,3,2,67,3,1,7,4,1,3445,6152,1,2,11,3,3,0,6,5,2,6,2,1,4,No
29,2,428,3,9,3,3,2,2,52,1,1,9,2,1,2760,14630,1,2,13,3,3,0,2,3,3,2,2,2,2,Yes
29,3,461,2,1,3,2,4,1,70,4,2,1,3,1,6294,23060,8,1,12,3,4,0,10,5,4,3,2,0,2,No
30,2,979,3,15,2,3,3,1,94,2,3,8,1,3,7140,3088,2,2,11,3,1,1,12,2,3,7,7,1,7,No
34,2,181,2,2,4,4,4,1,97,4,1,7,4,2,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,No
33,1,1283,3,2,3,3,4,2,62,3,2,8,2,1,5147,10697,8,2,15,3,4,0,13,2,2,11,7,1,7,No
49,2,1313,3,11,4,3,4,2,80,3,2,8,4,1,4507,8191,3,2,12,3,3,0,8,1,4,5,1,0,4,No
33,2,211,3,16,3,2,1,2,74,3,3,8,1,1,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,Yes
38,3,594,2,2,2,4,3,2,75,2,1,3,2,2,2468,15963,4,2,14,3,2,1,9,4,2,6,1,0,5,No
31,2,1079,3,16,4,3,1,1,70,3,3,8,3,2,8161,19002,2,2,13,3,1,3,10,2,3,1,0,0,0,Yes
29,2,590,2,4,3,6,4,2,91,2,1,7,1,3,2109,10007,1,2,13,3,3,1,1,2,3,1,0,0,0,No
30,2,305,2,16,3,2,3,1,58,4,2,1,3,2,5294,9128,3,2,16,3,3,1,10,3,3,7,0,1,7,No
32,1,953,2,5,4,6,2,1,65,3,1,7,2,1,2718,17674,2,2,14,3,2,0,12,3,3,7,7,0,7,No
38,2,833,2,18,3,4,2,1,60,1,2,1,4,2,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0,No
43,3,807,2,17,3,6,3,1,38,2,1,7,3,2,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0,Yes
42,2,855,2,12,3,4,2,1,57,3,1,3,2,3,2766,8952,8,2,22,4,2,3,7,6,2,5,3,0,4,No
55,2,478,2,2,3,4,3,1,60,2,5,6,1,2,19038,19805,8,2,12,3,2,3,34,2,3,1,0,0,0,No
33,1,775,2,4,3,6,4,1,90,3,2,7,2,3,3055,6194,5,2,15,3,4,2,11,2,2,9,8,1,7,No
41,2,548,2,9,4,2,3,1,94,3,1,3,1,3,2289,20520,1,2,20,4,2,2,5,2,3,5,3,0,4,No
34,1,1375,3,10,3,2,4,1,87,3,2,8,3,3,4001,12313,1,1,14,3,3,1,15,3,3,15,14,0,7,No
